ID,Severity,Start_Time,City,County,State,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Crossing,Junction,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-3016,3,2022-06-22 16:24:15,Miami,Miami-Dade,FL,25.76408035822231,-80.13053118376624,Fair,73.4,69.0,10.0,6.3,False,False,False,False,False,Day
A-3017,2,2022-04-17 12:39:00,Orlando,Orange,FL,28.542812694617233,-81.32987365650403,Fair,67.7,46.3,8.9,0.0,False,False,False,False,False,Day
A-3018,2,2022-05-09 14:50:20,Houston,Harris,TX,29.829373045815085,-95.41491179691764,Clear,78.3,45.3,10.0,4.8,False,False,False,False,False,Day
A-3019,3,2022-07-06 11:59:24,Los Angeles,Los Angeles,CA,33.99397355869607,-118.21817586200862,Cloudy,57.0,68.1,10.0,12.5,False,False,False,False,False,Day
A-3020,4,2022-07-07 18:49:11,Austin,Travis,TX,30.294148014051878,-97.70330078707426,Fair,64.9,47.0,8.8,13.0,False,False,False,False,False,Day
A-3021,2,2022-12-31 12:07:41,Miami,Miami-Dade,FL,25.787517150027202,-80.2541138213061,Fair,38.0,46.8,6.4,6.3,False,False,False,False,False,Day
A-3022,2,2022-05-10 17:41:49,Houston,Harris,TX,29.80826787275559,-95.33773805111579,Heavy Rain,94.4,62.1,10.0,5.9,False,True,False,False,False,Day
A-3023,2,2022-02-15 17:40:56,Orlando,Orange,FL,28.580914672515032,-81.35715036559309,Light Rain,44.9,60.6,9.9,0.0,False,False,False,False,False,Day
A-3024,2,2022-02-18 10:34:33,Miami,Miami-Dade,FL,25.758765442353535,-80.16064107567846,Cloudy,52.8,51.1,7.6,6.6,False,False,False,False,False,Day
A-3025,2,2022-04-04 07:30:22,Los Angeles,Los Angeles,CA,33.98304435744224,-118.14436447922488,Rain,49.5,81.0,6.7,4.7,False,True,False,False,True,Day
A-3026,3,2022-09-01 10:53:50,Houston,Harris,TX,29.732155997663764,-95.22171700257033,Fair,68.1,69.9,9.0,0.0,False,False,False,False,False,Day
A-3027,2,2022-12-04 17:14:18,Atlanta,Fulton,GA,33.791104798394926,-84.32618849871933,Overcast,52.3,100.0,9.5,3.2,False,False,False,False,False,Day
A-3028,3,2022-09-01 07:49:47,Dallas,Dallas,TX,32.86941878134484,-96.78397533915711,Fair,81.2,55.0,9.3,1.8,False,False,False,False,False,Day
A-3029,1,2022-10-11 13:43:36,Orlando,Orange,FL,28.477153362267703,-81.34728792003165,Clear,69.7,74.1,9.0,7.2,False,False,False,False,False,Day
A-3030,2,2022-12-23 17:37:24,Dallas,Dallas,TX,32.712261399240575,-96.77529862530847,Thunderstorm,42.6,89.2,10.0,13.2,False,True,False,False,False,Day
A-3031,3,2022-05-31 09:41:35,Los Angeles,Los Angeles,CA,33.973504828790084,-118.12611250150701,Clear,76.7,42.1,7.7,6.4,False,False,False,False,True,Day
A-3032,2,2022-10-21 15:11:09,Houston,Harris,TX,29.72204750431532,-95.36292980853453,Clear,78.7,52.8,10.0,8.0,False,False,False,False,False,Day
A-3033,1,2022-02-20 07:45:04,Austin,Travis,TX,30.314578059281903,-97.76381309273552,Clear,54.1,84.5,5.7,16.9,False,False,False,False,True,Day
A-3034,2,2022-09-16 06:15:36,Los Angeles,Los Angeles,CA,34.11800955851582,-118.21626320842539,Clear,47.8,73.5,7.5,0.0,True,False,False,False,False,Day
A-3035,3,2022-02-08 17:28:05,Miami,Miami-Dade,FL,25.65776715418209,-80.08741397591614,Clear,71.0,59.5,6.6,7.8,False,False,False,False,False,Day
A-3036,2,2022-11-19 06:17:31,Miami,Miami-Dade,FL,25.701441273975814,-80.2402322443186,Cloudy,74.9,32.4,9.4,11.6,False,False,False,False,True,Day
A-3037,2,2022-07-27 08:41:46,Houston,Harris,TX,29.690788599352416,-95.40339481226208,Thunderstorm,49.9,34.0,9.8,8.3,False,False,False,False,False,Day
A-3038,2,2022-11-02 17:55:53,Chicago,Cook,IL,41.834716185604414,-87.66616252778662,Clear,78.9,50.9,10.0,0.5,False,False,False,False,False,Day
A-3039,2,2022-04-18 09:25:27,Los Angeles,Los Angeles,CA,34.04108261558152,-118.30355388416194,Overcast,56.4,43.9,9.4,14.7,False,False,False,False,True,Day
A-3040,3,2022-12-22 21:56:44,Charlotte,Mecklenburg,NC,35.20722915199808,-80.89065851621366,Clear,82.7,44.4,10.0,10.4,True,True,False,False,False,Night
A-3041,2,2022-02-03 21:58:19,Los Angeles,Los Angeles,CA,34.07789096118882,-118.19668125367733,Clear,41.3,23.3,6.8,8.1,False,False,False,False,False,Night
A-3042,2,2022-02-07 08:15:38,Chicago,Cook,IL,41.78176771647125,-87.61880936209778,Cloudy,54.0,32.9,6.2,1.5,False,False,False,False,False,Day
A-3043,2,2022-11-07 04:39:54,Los Angeles,Los Angeles,CA,34.026173946003716,-118.30839280810333,Light Rain,61.9,42.4,10.0,16.2,False,False,False,False,False,Night
A-3044,3,2022-03-26 16:00:28,Houston,Harris,TX,29.82872004847547,-95.33551608614387,Clear,50.1,62.3,10.0,9.3,False,False,True,True,False,Day
A-3045,3,2022-03-05 11:29:39,Orlando,Orange,FL,28.60852559042117,-81.36192727444062,Clear,64.5,53.1,9.5,8.8,False,False,False,False,False,Day
A-3046,3,2022-07-10 06:50:07,Orlando,Orange,FL,28.621537286636134,-81.33161799688376,Clear,59.8,61.2,7.2,9.3,False,False,False,False,False,Day
A-3047,2,2022-01-19 16:35:41,Houston,Harris,TX,29.780062686533224,-95.40000014885665,Rain,61.9,60.3,10.0,10.8,False,False,False,False,False,Day
A-3048,2,2022-12-10 03:34:35,Miami,Miami-Dade,FL,25.728945790286225,-80.25315453769373,Clear,58.9,26.0,10.0,7.5,False,False,False,False,False,Night
A-3049,2,2022-12-21 17:35:24,Houston,Harris,TX,29.769143117124745,-95.33580594384561,Fair,45.6,81.3,7.6,6.5,False,False,False,True,True,Day
A-3050,3,2022-09-27 06:51:44,Miami,Miami-Dade,FL,25.888085923952428,-80.1505451086888,Light Rain,64.7,74.7,9.1,0.0,True,False,False,True,False,Day
A-3051,3,2022-07-22 06:16:22,Miami,Miami-Dade,FL,25.73517177144317,-80.24702213010595,Fair,63.1,60.9,6.1,3.9,False,False,False,False,False,Day
A-3052,4,2022-08-19 07:47:59,Charlotte,Mecklenburg,NC,35.318741834601454,-80.83119500367988,Rain,49.9,49.4,9.2,14.9,False,True,True,False,True,Day
A-3053,2,2022-10-31 20:30:05,Miami,Miami-Dade,FL,25.639860485413404,-80.22261314078443,Rain,83.7,87.2,8.1,3.7,False,False,True,False,True,Night
A-3054,2,2022-06-06 15:55:03,Miami,Miami-Dade,FL,25.790299268093577,-80.1432422810074,Fair,69.7,39.7,10.0,5.8,False,False,False,False,True,Day
A-3055,2,2022-01-10 17:53:00,Dallas,Dallas,TX,32.809063257718584,-96.76389127785137,Fair,75.8,79.6,10.0,2.4,False,False,False,False,False,Day
A-3056,3,2022-03-26 10:25:33,Chicago,Cook,IL,41.89677930249733,-87.56886293854963,Clear,52.9,42.6,3.9,9.0,False,False,False,False,True,Day
A-3057,2,2022-11-27 08:09:22,Dallas,Dallas,TX,32.798653216292635,-96.83906145195807,Thunderstorm,30.4,86.3,10.0,6.0,False,False,False,False,False,Day
A-3058,3,2022-12-25 07:12:28,Los Angeles,Los Angeles,CA,34.07836077459664,-118.27818636703417,Clear,91.2,69.3,9.8,5.8,True,False,False,False,False,Day
A-3059,2,2022-03-24 12:45:26,Los Angeles,Los Angeles,CA,34.08069944525659,-118.26222956569673,Overcast,67.5,77.9,10.0,3.8,False,False,False,False,False,Day
A-3060,2,2022-08-14 13:09:30,Chicago,Cook,IL,41.861563020675646,-87.65630253472214,Clear,70.5,64.2,9.6,8.7,False,False,False,False,False,Day
A-3061,2,2022-07-25 15:23:32,Miami,Miami-Dade,FL,25.74814845353159,-80.17337740000173,Clear,69.8,68.9,9.3,12.9,False,False,False,False,False,Day
A-3062,1,2022-05-30 07:34:44,Los Angeles,Los Angeles,CA,33.984159208683145,-118.2975540098425,Clear,71.0,60.6,7.3,0.2,False,False,False,False,False,Day
A-3063,2,2022-02-08 19:16:20,Dallas,Dallas,TX,32.813324452070304,-96.72093981916743,Fair,49.0,39.7,10.0,5.8,False,False,False,False,True,Night
A-3064,2,2022-08-31 07:57:14,Dallas,Dallas,TX,32.84181379288724,-96.70980860778961,Clear,49.6,81.9,10.0,6.4,False,True,False,False,False,Day
A-3065,2,2022-03-12 20:29:08,Dallas,Dallas,TX,32.8639192309088,-96.74152786355451,Clear,49.6,54.7,5.5,3.9,False,False,False,True,False,Night
A-3066,2,2022-10-10 01:31:10,Miami,Miami-Dade,FL,25.720645999514286,-80.16679581457065,Clear,73.3,62.0,7.4,11.6,False,True,False,False,False,Night
A-3067,3,2022-12-15 12:40:17,Los Angeles,Los Angeles,CA,33.965996015068754,-118.24985814746638,Clear,46.8,28.3,6.5,11.7,False,False,False,False,False,Day
A-3068,3,2022-01-28 08:53:17,Chicago,Cook,IL,41.89691554148667,-87.62035457148427,Fair,42.1,56.5,10.0,7.9,False,False,False,False,False,Day
A-3069,2,2022-08-25 11:17:11,Miami,Miami-Dade,FL,25.703918693874225,-80.22961457171348,Fair,55.4,67.9,10.0,4.3,False,False,False,False,False,Day
A-3070,2,2022-04-16 14:42:26,Orlando,Orange,FL,28.5668884131486,-81.37132843284067,Clear,60.9,94.5,8.3,11.6,False,True,False,False,True,Day
A-3071,2,2022-05-14 11:12:22,Orlando,Orange,FL,28.428032758165966,-81.36243270713716,Fair,64.3,58.7,10.0,5.8,False,False,False,False,True,Day
A-3072,4,2022-05-24 10:55:24,Dallas,Dallas,TX,32.83106047308857,-96.83826740530358,Overcast,57.7,53.1,6.3,10.9,False,False,False,False,False,Day
A-3073,2,2022-02-06 16:03:51,Miami,Miami-Dade,FL,25.76936401736053,-80.11072958248347,Fair,72.3,46.8,9.6,16.8,False,False,False,False,False,Day
A-3074,2,2022-10-19 15:43:14,Miami,Miami-Dade,FL,25.66563307591849,-80.1960113214813,Fog,82.5,47.3,10.0,7.0,False,False,False,True,False,Day
A-3075,3,2022-11-10 17:41:10,Dallas,Dallas,TX,32.79190413230163,-96.84843621156224,Clear,65.7,95.7,7.9,7.6,False,False,False,False,False,Day
A-3076,2,2022-04-28 07:01:44,Seattle,King,WA,47.61094807445766,-122.34236544698452,Overcast,82.4,38.7,9.0,4.2,False,False,False,False,True,Day
A-3077,3,2022-01-14 14:25:07,Atlanta,Fulton,GA,33.775144660471454,-84.41812583015559,Fair,73.2,51.7,10.0,11.1,False,True,False,False,True,Day
A-3078,2,2022-01-16 14:20:20,Los Angeles,Los Angeles,CA,34.092300680136496,-118.2857144681034,Fair,50.7,88.5,10.0,7.8,True,False,False,False,False,Day
A-3079,2,2022-08-07 09:37:57,Los Angeles,Los Angeles,CA,33.93138439451632,-118.16513378097733,Fair,52.3,83.1,5.9,2.0,False,False,False,False,False,Day
A-3080,2,2022-05-18 12:05:46,Atlanta,Fulton,GA,33.725439622088594,-84.38750228254784,Clear,51.5,100.0,8.7,4.1,False,False,False,False,False,Day
A-3081,3,2022-10-09 08:35:59,Orlando,Orange,FL,28.53384849874835,-81.32771082890109,Clear,62.1,81.5,7.2,14.8,False,False,False,False,True,Day
A-3082,3,2022-09-11 06:16:08,Seattle,King,WA,47.59143137622311,-122.31152735873995,Cloudy,60.8,64.9,10.0,6.0,False,False,False,False,True,Day
A-3083,2,2022-12-08 07:21:50,Miami,Miami-Dade,FL,25.744148574790938,-80.16796866481283,Clear,73.9,72.4,8.4,2.6,False,False,False,False,True,Day
A-3084,2,2022-01-29 06:57:11,Dallas,Dallas,TX,32.82942251135762,-96.79768471849536,Fair,62.6,39.8,10.0,7.8,True,False,False,False,False,Day
A-3085,2,2022-03-05 15:05:43,Orlando,Orange,FL,28.451736746601632,-81.40079979148601,Cloudy,68.7,58.0,6.3,4.9,False,False,False,False,False,Day
A-3086,4,2022-05-11 15:36:52,Orlando,Orange,FL,28.523725814361914,-81.3142016691798,Fair,47.5,40.7,8.1,6.3,True,True,False,False,True,Day
A-3087,2,2022-11-15 19:07:09,Houston,Harris,TX,29.74978717891632,-95.3370876737313,Clear,68.6,88.6,10.0,9.2,False,True,False,False,True,Night
A-3088,3,2022-07-26 16:40:31,Los Angeles,Los Angeles,CA,34.046728796810136,-118.25274296743926,Clear,57.8,30.6,8.6,8.4,False,False,False,False,True,Day
A-3089,2,2022-09-19 04:01:50,Dallas,Dallas,TX,32.727834300576184,-96.74728065493602,Clear,56.7,55.1,10.0,7.1,False,False,False,False,False,Night
A-3090,2,2022-07-10 18:20:00,Miami,Miami-Dade,FL,25.868787319397526,-80.11629353370603,Clear,55.3,39.0,6.9,4.5,False,False,False,False,False,Day
A-3091,2,2022-02-09 17:58:10,Houston,Harris,TX,29.809329430669592,-95.35149761400716,Clear,87.7,80.2,6.0,0.0,False,False,False,True,False,Day
A-3092,3,2022-02-01 11:06:01,Chicago,Cook,IL,41.988676770497186,-87.55222941150397,Clear,47.3,63.4,10.0,14.7,True,False,False,False,False,Day
A-3093,3,2022-01-16 14:46:25,Houston,Harris,TX,29.79241356167325,-95.393659093884,Clear,75.2,59.4,10.0,14.4,False,False,False,False,False,Day
A-3094,2,2022-09-10 21:34:51,Seattle,King,WA,47.644314046214205,-122.37708156785543,Clear,64.3,36.4,8.2,7.1,False,False,False,False,False,Night
A-3095,2,2022-08-21 13:42:31,Los Angeles,Los Angeles,CA,34.05198090283234,-118.26084862827732,Thunderstorm,44.6,88.5,10.0,10.3,False,True,False,False,True,Day
A-3096,2,2022-03-05 18:09:22,Orlando,Orange,FL,28.616454156233733,-81.37713771572037,Thunderstorm,60.5,41.4,7.8,6.9,False,True,False,False,True,Day
A-3097,2,2022-11-22 05:47:51,Chicago,Cook,IL,41.906376399590734,-87.55203124563556,Clear,30.0,51.9,7.3,3.9,False,False,False,False,False,Night
A-3098,4,2022-03-07 07:29:40,Los Angeles,Los Angeles,CA,34.04266755768429,-118.26274653165207,Clear,90.8,59.9,9.0,7.3,False,True,False,False,False,Day
A-3099,2,2022-06-13 11:04:20,Los Angeles,Los Angeles,CA,34.14452858251472,-118.22448813927622,Fair,59.5,70.7,8.5,7.6,False,False,False,False,True,Day
A-3100,3,2022-02-21 14:24:23,Houston,Harris,TX,29.695259119287343,-95.31475154687585,Clear,81.7,54.2,6.7,13.0,False,False,False,False,False,Day
A-3101,3,2022-11-25 17:16:13,Los Angeles,Los Angeles,CA,34.01559414972208,-118.22032777850212,Fair,85.2,88.7,8.8,7.4,True,False,False,False,False,Day
A-3102,3,2022-10-14 22:25:18,Orlando,Orange,FL,28.67883089621231,-81.40387824022206,Fair,56.5,61.1,9.5,13.8,False,False,True,False,False,Night
A-3103,4,2022-05-10 09:59:02,Atlanta,Fulton,GA,33.782535172941934,-84.45193061623549,Clear,65.4,93.3,10.0,6.4,True,False,False,False,False,Day
A-3104,2,2022-05-09 04:27:01,Houston,Harris,TX,29.6287428477989,-95.30885672747074,Overcast,67.8,41.6,10.0,4.7,True,False,False,False,False,Night
A-3105,3,2022-03-27 17:48:37,Miami,Miami-Dade,FL,25.81264660088918,-80.24442453104858,Overcast,93.5,70.6,10.0,13.0,False,False,False,False,False,Day
A-3106,2,2022-07-10 14:05:08,Houston,Harris,TX,29.709244819679245,-95.38873312706247,Snow,62.1,45.2,6.9,12.6,False,False,False,False,False,Day
A-3107,2,2022-07-03 07:59:30,Orlando,Orange,FL,28.50958428730437,-81.37750289086671,Clear,64.2,56.9,10.0,7.3,False,False,False,False,False,Day
A-3108,3,2022-09-13 12:25:35,Los Angeles,Los Angeles,CA,34.179747001759694,-118.18052831828902,Light Rain,44.0,33.4,9.1,8.4,False,True,False,True,False,Day
A-3109,2,2022-11-02 16:27:04,Dallas,Dallas,TX,32.85947581123333,-96.74711462150242,Fair,51.6,87.5,9.7,8.1,False,False,False,False,False,Day
A-3110,3,2022-05-20 16:14:56,Dallas,Dallas,TX,32.87660557679177,-96.78958284697218,Fair,57.5,87.5,7.6,7.8,False,True,False,False,False,Day
A-3111,3,2022-07-11 12:32:04,Dallas,Dallas,TX,32.74633505626124,-96.73636103398977,Light Rain,84.5,84.5,9.0,5.5,False,True,False,False,True,Day
A-3112,3,2022-12-23 08:21:21,Miami,Miami-Dade,FL,25.747144671120257,-80.12016522331889,Heavy Rain,93.4,79.2,9.0,16.6,False,False,False,False,False,Day
A-3113,2,2022-05-25 21:51:14,Orlando,Orange,FL,28.549233281129595,-81.40303368399756,Cloudy,72.5,100.0,10.0,5.4,False,False,False,False,False,Night
A-3114,2,2022-11-07 15:50:44,Los Angeles,Los Angeles,CA,34.09561986148437,-118.26335996224906,Clear,70.3,64.2,10.0,9.2,False,False,True,False,False,Day
A-3115,2,2022-01-27 10:27:58,Los Angeles,Los Angeles,CA,34.03510080073913,-118.20624028099532,Fair,75.3,93.7,8.2,7.8,False,False,True,False,False,Day
A-3116,3,2022-10-11 08:41:16,Seattle,King,WA,47.70011866017346,-122.24725012673527,Cloudy,54.7,59.8,10.0,0.0,False,False,True,False,False,Day
A-3117,2,2022-11-25 16:53:06,Orlando,Orange,FL,28.562859286339243,-81.41394182081093,Overcast,85.8,72.2,7.9,7.5,False,False,False,False,False,Day
A-3118,2,2022-02-05 07:36:39,Los Angeles,Los Angeles,CA,34.1267465557996,-118.33580609077379,Cloudy,43.5,76.5,10.0,5.9,False,False,False,False,False,Day
A-3119,2,2022-11-23 07:42:08,Miami,Miami-Dade,FL,25.72270051714939,-80.15932013752504,Fair,58.2,23.7,7.7,4.8,False,False,False,True,True,Day
A-3120,2,2022-06-28 13:08:22,Miami,Miami-Dade,FL,25.74075607138531,-80.12358324061279,Fair,74.8,57.7,6.7,2.8,False,False,True,False,True,Day
A-3121,2,2022-01-26 08:31:51,Miami,Miami-Dade,FL,25.77398370884275,-80.18532596105449,Clear,57.8,55.6,8.4,14.2,False,False,False,False,False,Day
A-3122,2,2022-07-29 15:16:47,Miami,Miami-Dade,FL,25.73874419745956,-80.06009873833892,Rain,102.0,59.5,8.5,2.5,False,False,False,False,False,Day
A-3123,2,2022-08-27 06:57:21,Los Angeles,Los Angeles,CA,34.10458621995101,-118.28555762730626,Clear,75.0,45.6,7.0,6.2,False,False,False,True,True,Day
A-3124,3,2022-08-03 15:52:50,Houston,Harris,TX,29.81378238558583,-95.4069094890512,Fair,79.8,63.3,8.2,4.9,False,False,False,False,True,Day
A-3125,1,2022-10-10 08:05:33,Orlando,Orange,FL,28.526346846020626,-81.41698841012433,Light Rain,53.6,67.1,7.9,2.8,False,True,False,False,False,Day
A-3126,2,2022-07-03 00:31:24,Dallas,Dallas,TX,32.80959855903999,-96.79264505268941,Fair,79.5,39.9,9.0,10.1,True,False,False,False,False,Night
A-3127,2,2022-12-30 06:37:37,Orlando,Orange,FL,28.640392704343153,-81.3736994366955,Overcast,77.2,60.8,10.0,8.8,False,False,False,False,False,Day
A-3128,3,2022-03-03 19:57:55,Los Angeles,Los Angeles,CA,34.104429872368925,-118.28218892660682,Overcast,88.5,55.0,8.8,5.0,False,False,False,False,False,Night
A-3129,2,2022-05-20 17:23:13,Chicago,Cook,IL,41.91070007279264,-87.57363331069446,Clear,32.1,84.1,7.1,3.3,False,False,False,False,False,Day
A-3130,2,2022-04-11 07:29:39,Seattle,King,WA,47.67096583808025,-122.31870968692631,Fair,53.3,71.6,8.3,9.1,False,False,False,False,False,Day
A-3131,2,2022-05-13 16:43:34,Austin,Travis,TX,30.351241008364706,-97.79484090782961,Cloudy,70.0,44.6,10.0,8.7,False,False,False,False,False,Day
A-3132,2,2022-07-10 14:54:04,Austin,Travis,TX,30.34309571431115,-97.71241340765121,Fair,70.5,79.6,7.7,6.4,False,False,False,False,True,Day
A-3133,2,2022-02-06 20:01:39,Atlanta,Fulton,GA,33.745401069814136,-84.40901798127314,Fair,64.3,59.0,7.1,12.7,False,False,False,False,True,Night
A-3134,2,2022-04-29 09:53:48,Charlotte,Mecklenburg,NC,35.272214249993596,-80.83802115161292,Fair,42.1,61.3,5.9,13.3,True,False,False,False,False,Day
A-3135,3,2022-02-23 15:33:10,Miami,Miami-Dade,FL,25.74679697696429,-80.14743421450184,Clear,67.9,41.5,7.6,5.0,True,False,False,False,False,Day
A-3136,2,2022-03-23 05:10:08,Dallas,Dallas,TX,32.773977795452595,-96.74704456273145,Fair,69.6,64.0,10.0,15.4,False,True,False,False,True,Night
A-3137,2,2022-07-09 10:55:33,Orlando,Orange,FL,28.562262080992728,-81.33337173886127,Clear,65.0,78.9,7.5,5.9,False,False,False,False,False,Day
A-3138,2,2022-12-12 20:36:31,Orlando,Orange,FL,28.46587769088393,-81.37671512034986,Clear,64.4,55.2,8.9,6.0,False,False,False,False,True,Night
A-3139,2,2022-09-02 13:31:16,Charlotte,Mecklenburg,NC,35.24553215702249,-80.89183997246968,Fair,79.1,91.6,8.0,9.9,False,False,False,False,False,Day
A-3140,4,2022-01-24 08:47:42,Los Angeles,Los Angeles,CA,34.01762793123043,-118.25963065855694,Fair,62.7,78.1,7.9,8.4,False,False,False,False,True,Day
A-3141,2,2022-05-20 06:33:38,Houston,Harris,TX,29.701094486113593,-95.36864029423866,Clear,46.2,43.3,10.0,7.1,False,False,False,False,True,Day
A-3142,3,2022-04-03 16:29:49,Atlanta,Fulton,GA,33.78874570308547,-84.310690881869,Overcast,86.1,65.2,8.7,0.0,False,False,False,True,False,Day
A-3143,3,2022-01-07 15:22:40,Dallas,Dallas,TX,32.763660690631376,-96.82330363366502,Fair,85.2,32.5,6.5,0.6,True,False,False,False,False,Day
A-3144,2,2022-04-08 09:34:22,Charlotte,Mecklenburg,NC,35.238099348414075,-80.83301218653698,Rain,64.4,40.7,5.9,1.9,False,False,False,False,False,Day
A-3145,3,2022-04-26 19:57:36,Miami,Miami-Dade,FL,25.74988125880619,-80.25344814493107,Fair,78.1,25.2,6.9,7.0,False,False,False,False,False,Night
A-3146,2,2023-01-01 02:22:38,Houston,Harris,TX,29.729567794810702,-95.3527733759894,Clear,42.1,27.9,6.7,4.9,False,False,False,False,True,Night
A-3147,2,2022-06-05 08:18:48,Atlanta,Fulton,GA,33.75487852192405,-84.39027129573934,Overcast,62.8,54.1,10.0,5.5,False,False,False,False,False,Day
A-3148,2,2022-11-19 18:29:20,Dallas,Dallas,TX,32.70858758764021,-96.80346129148549,Fair,39.3,56.2,8.6,5.8,False,False,False,False,False,Day
A-3149,2,2022-12-01 08:25:50,Austin,Travis,TX,30.26238804813056,-97.70076857859016,Fair,81.9,64.5,9.1,10.9,False,False,False,False,True,Day
A-3150,2,2022-10-31 07:49:50,Houston,Harris,TX,29.85943665991426,-95.40408720368598,Fair,42.6,42.1,8.5,10.1,False,False,False,False,False,Day
A-3151,2,2022-02-01 13:35:25,Dallas,Dallas,TX,32.7167261720705,-96.72695603713751,Clear,58.8,76.7,8.6,5.3,False,True,False,False,False,Day
A-3152,2,2022-05-24 17:35:03,Miami,Miami-Dade,FL,25.83300791503581,-80.22978060530238,Clear,68.2,55.7,10.0,5.8,False,True,False,False,False,Day
A-3153,2,2022-06-04 06:01:28,Orlando,Orange,FL,28.642639890221762,-81.31089732005309,Clear,77.4,66.2,10.0,3.5,False,False,False,False,False,Day
A-3154,2,2022-03-19 19:54:42,Houston,Harris,TX,29.72112459066042,-95.44960813105233,Fair,72.9,10.0,10.0,5.7,True,False,False,False,False,Night
A-3155,2,2022-01-05 17:20:21,Houston,Harris,TX,29.776780447917094,-95.35450781493603,Light Rain,82.1,60.1,7.2,12.2,False,False,False,False,True,Day
A-3156,1,2022-08-19 07:00:35,Dallas,Dallas,TX,32.711713531494226,-96.76648516108311,Overcast,77.1,75.7,8.2,10.7,False,True,False,False,False,Day
A-3157,2,2022-12-12 16:04:40,Atlanta,Fulton,GA,33.676531478357205,-84.40598745846343,Clear,84.6,14.5,9.4,8.5,False,False,False,False,False,Day
A-3158,2,2022-04-14 09:21:03,Los Angeles,Los Angeles,CA,34.06055850064675,-118.22981087367478,Light Rain,38.7,60.7,10.0,2.7,True,False,False,False,False,Day
A-3159,2,2022-11-19 10:55:55,Austin,Travis,TX,30.28765900819044,-97.76127971674632,Fair,57.7,44.2,7.6,6.8,False,False,False,False,True,Day
A-3160,2,2022-03-26 16:00:14,Miami,Miami-Dade,FL,25.73335424652389,-80.16941203771614,Clear,71.8,90.8,10.0,5.5,False,False,False,False,True,Day
A-3161,2,2022-03-19 20:23:03,Houston,Harris,TX,29.70385030801704,-95.35728191158314,Overcast,88.6,34.3,7.8,6.4,False,False,False,False,False,Night
A-3162,2,2022-12-26 06:17:16,Los Angeles,Los Angeles,CA,34.013003630455856,-118.13285343217049,Clear,57.4,100.0,10.0,10.2,False,True,False,False,True,Day
A-3163,4,2022-09-06 10:49:44,Miami,Miami-Dade,FL,25.80625466446657,-80.26072907751566,Clear,94.5,85.8,9.2,11.3,False,False,False,False,False,Day
A-3164,2,2022-05-28 12:00:01,Charlotte,Mecklenburg,NC,35.27199621263331,-80.83305367400398,Clear,70.3,62.3,6.9,16.8,True,False,False,False,False,Day
A-3165,1,2022-01-29 09:21:31,Los Angeles,Los Angeles,CA,34.084325453061126,-118.26474029995212,Fair,54.3,31.3,8.8,3.4,False,False,False,False,False,Day
A-3166,2,2022-09-20 09:16:11,Charlotte,Mecklenburg,NC,35.20781979021042,-80.83687189384486,Clear,47.7,50.8,10.0,11.9,False,True,False,False,False,Day
A-3167,2,2022-03-12 04:29:43,Atlanta,Fulton,GA,33.69522191513694,-84.39479274485464,Overcast,76.0,73.7,3.2,6.5,False,False,False,False,True,Night
A-3168,2,2022-07-01 15:53:37,Los Angeles,Los Angeles,CA,34.1178380329503,-118.261125873298,Fair,55.4,62.2,10.0,4.1,False,False,False,False,False,Day
A-3169,2,2022-09-11 11:59:48,Austin,Travis,TX,30.349258395473623,-97.76925281194607,Fair,60.9,38.0,6.1,15.7,False,False,False,False,False,Day
A-3170,2,2022-10-05 07:48:30,Houston,Harris,TX,29.734154615129682,-95.33408109463565,Clear,67.4,82.2,8.6,14.0,False,False,False,True,True,Day
A-3171,2,2022-08-09 17:01:52,Dallas,Dallas,TX,32.7687549690999,-96.81565659312206,Overcast,68.0,58.1,8.8,5.9,False,False,False,False,False,Day
A-3172,3,2022-02-27 17:10:33,Miami,Miami-Dade,FL,25.68834745551197,-80.19288624980221,Fair,93.7,65.7,3.5,4.1,False,False,False,False,True,Day
A-3173,2,2022-10-29 12:53:34,Los Angeles,Los Angeles,CA,34.078896869902955,-118.23441243160713,Fair,70.9,79.9,7.8,0.0,False,False,False,False,False,Day
A-3174,2,2022-12-31 08:32:20,Los Angeles,Los Angeles,CA,34.1559893110621,-118.27992608405773,Overcast,55.9,77.6,9.8,12.0,False,False,False,False,False,Day
A-3175,3,2022-05-01 15:50:25,Los Angeles,Los Angeles,CA,34.099381540890846,-118.21323610720177,Clear,53.8,81.6,10.0,0.0,True,True,False,False,False,Day
A-3176,2,2022-11-14 08:25:36,Los Angeles,Los Angeles,CA,34.162799909976705,-118.29163210865501,Fair,90.0,74.0,10.0,6.4,False,True,False,False,False,Day
A-3177,3,2022-01-04 07:32:10,Dallas,Dallas,TX,32.757180795029484,-96.77233303568445,Fair,57.3,46.6,10.0,3.4,True,False,False,False,False,Day
A-3178,2,2022-04-23 16:01:12,Seattle,King,WA,47.5408192579906,-122.31200566167755,Fair,73.8,59.2,4.7,12.6,False,False,False,False,False,Day
A-3179,2,2022-12-05 04:17:25,Austin,Travis,TX,30.342415400135117,-97.74975095269657,Clear,67.9,87.0,8.4,14.4,False,False,False,False,False,Night
